timestamp,price_eur_kwh,resolution_s
2026-01-01T00:00:00+00:00,0.075660,900
2026-01-01T00:15:00+00:00,0.065080,900
2026-01-01T00:30:00+00:00,0.065480,900
2026-01-01T00:45:00+00:00,0.053630,900
2026-01-01T01:00:00+00:00,0.068390,900
2026-01-01T01:15:00+00:00,0.054350,900
2026-01-01T01:30:00+00:00,0.055610,900
2026-01-01T01:45:00+00:00,0.042820,900
2026-01-01T02:00:00+00:00,0.054380,900
2026-01-01T02:15:00+00:00,0.046320,900
2026-01-01T02:30:00+00:00,0.031410,900
2026-01-01T02:45:00+00:00,0.029710,900
2026-01-01T03:00:00+00:00,0.027390,900
2026-01-01T03:15:00+00:00,0.020000,900
2026-01-01T03:30:00+00:00,0.026170,900
2026-01-01T03:45:00+00:00,0.026140,900
2026-01-01T04:00:00+00:00,0.021510,900
2026-01-01T04:15:00+00:00,0.020000,900
2026-01-01T04:30:00+00:00,0.024750,900
2026-01-01T04:45:00+00:00,0.010000,900
2026-01-01T05:00:00+00:00,0.002340,900
2026-01-01T05:15:00+00:00,0.003620,900
2026-01-01T05:30:00+00:00,0.008000,900
2026-01-01T05:45:00+00:00,0.010000,900
2026-01-01T06:00:00+00:00,0.008900,900
2026-01-01T06:15:00+00:00,0.016090,900
2026-01-01T06:30:00+00:00,0.018720,900
2026-01-01T06:45:00+00:00,0.016290,900
2026-01-01T07:00:00+00:00,0.029670,900
2026-01-01T07:15:00+00:00,0.026680,900
2026-01-01T07:30:00+00:00,0.018570,900
2026-01-01T07:45:00+00:00,0.009460,900
2026-01-01T08:00:00+00:00,0.046220,900
2026-01-01T08:15:00+00:00,0.036450,900
2026-01-01T08:30:00+00:00,0.029000,900
2026-01-01T08:45:00+00:00,0.009930,900
2026-01-01T09:00:00+00:00,0.046010,900
2026-01-01T09:15:00+00:00,0.026620,900
2026-01-01T09:30:00+00:00,0.023860,900
2026-01-01T09:45:00+00:00,0.014770,900
2026-01-01T10:00:00+00:00,0.046800,900
2026-01-01T10:15:00+00:00,0.032990,900
2026-01-01T10:30:00+00:00,0.033340,900
2026-01-01T10:45:00+00:00,0.026870,900
2026-01-01T11:00:00+00:00,0.059960,900
2026-01-01T11:15:00+00:00,0.049810,900
2026-01-01T11:30:00+00:00,0.049530,900
2026-01-01T11:45:00+00:00,0.046070,900
2026-01-01T12:00:00+00:00,0.044750,900
2026-01-01T12:15:00+00:00,0.045500,900
2026-01-01T12:30:00+00:00,0.041600,900
2026-01-01T12:45:00+00:00,0.042030,900
2026-01-01T13:00:00+00:00,0.030100,900
2026-01-01T13:15:00+00:00,0.037700,900
2026-01-01T13:30:00+00:00,0.037700,900
2026-01-01T13:45:00+00:00,0.045720,900
2026-01-01T14:00:00+00:00,0.041160,900
2026-01-01T14:15:00+00:00,0.051040,900
2026-01-01T14:30:00+00:00,0.061880,900
2026-01-01T14:45:00+00:00,0.065130,900
2026-01-01T15:00:00+00:00,0.063070,900
2026-01-01T15:15:00+00:00,0.066940,900
2026-01-01T15:30:00+00:00,0.066940,900
2026-01-01T15:45:00+00:00,0.082120,900
2026-01-01T16:00:00+00:00,0.069900,900
2026-01-01T16:15:00+00:00,0.084400,900
2026-01-01T16:30:00+00:00,0.091250,900
2026-01-01T16:45:00+00:00,0.096840,900
2026-01-01T17:00:00+00:00,0.080000,900
2026-01-01T17:15:00+00:00,0.080110,900
2026-01-01T17:30:00+00:00,0.072460,900
2026-01-01T17:45:00+00:00,0.079270,900
2026-01-01T18:00:00+00:00,0.077000,900
2026-01-01T18:15:00+00:00,0.079170,900
2026-01-01T18:30:00+00:00,0.069270,900
2026-01-01T18:45:00+00:00,0.069760,900
2026-01-01T19:00:00+00:00,0.068780,900
2026-01-01T19:15:00+00:00,0.068450,900
2026-01-01T19:30:00+00:00,0.068350,900
2026-01-01T19:45:00+00:00,0.064710,900
2026-01-01T20:00:00+00:00,0.064130,900
2026-01-01T20:15:00+00:00,0.062330,900
2026-01-01T20:30:00+00:00,0.061830,900
2026-01-01T20:45:00+00:00,0.056510,900
2026-01-01T21:00:00+00:00,0.055100,900
2026-01-01T21:15:00+00:00,0.057630,900
2026-01-01T21:30:00+00:00,0.068990,900
2026-01-01T21:45:00+00:00,0.065500,900
2026-01-01T22:00:00+00:00,0.052180,900
2026-01-01T22:15:00+00:00,0.050450,900
2026-01-01T22:30:00+00:00,0.045170,900
2026-01-01T22:45:00+00:00,0.043350,900
2026-01-01T23:00:00+00:00,0.030460,900
2026-01-01T23:15:00+00:00,0.039950,900
2026-01-01T23:30:00+00:00,0.027000,900
2026-01-01T23:45:00+00:00,0.014990,900
2026-01-02T00:00:00+00:00,0.025300,900
2026-01-02T00:15:00+00:00,0.018220,900
2026-01-02T00:30:00+00:00,0.013040,900
2026-01-02T00:45:00+00:00,0.009940,900
2026-01-02T01:00:00+00:00,0.020000,900
2026-01-02T01:15:00+00:00,0.015570,900
2026-01-02T01:30:00+00:00,0.014420,900
2026-01-02T01:45:00+00:00,0.009990,900
2026-01-02T02:00:00+00:00,0.009990,900
2026-01-02T02:15:00+00:00,0.007750,900
2026-01-02T02:30:00+00:00,0.009930,900
2026-01-02T02:45:00+00:00,0.007600,900
2026-01-02T03:00:00+00:00,0.009420,900
2026-01-02T03:15:00+00:00,0.009420,900
2026-01-02T03:30:00+00:00,0.010000,900
2026-01-02T03:45:00+00:00,0.011170,900
2026-01-02T04:00:00+00:00,0.009820,900
2026-01-02T04:15:00+00:00,0.014000,900
2026-01-02T04:30:00+00:00,0.015570,900
2026-01-02T04:45:00+00:00,0.022830,900
2026-01-02T05:00:00+00:00,0.012410,900
2026-01-02T05:15:00+00:00,0.026460,900
2026-01-02T05:30:00+00:00,0.037220,900
2026-01-02T05:45:00+00:00,0.043290,900
2026-01-02T06:00:00+00:00,0.036120,900
2026-01-02T06:15:00+00:00,0.047670,900
2026-01-02T06:30:00+00:00,0.059990,900
2026-01-02T06:45:00+00:00,0.071040,900
2026-01-02T07:00:00+00:00,0.070690,900
2026-01-02T07:15:00+00:00,0.073080,900
2026-01-02T07:30:00+00:00,0.074520,900
2026-01-02T07:45:00+00:00,0.089970,900
2026-01-02T08:00:00+00:00,0.103640,900
2026-01-02T08:15:00+00:00,0.100000,900
2026-01-02T08:30:00+00:00,0.084920,900
2026-01-02T08:45:00+00:00,0.079440,900
2026-01-02T09:00:00+00:00,0.069210,900
2026-01-02T09:15:00+00:00,0.072840,900
2026-01-02T09:30:00+00:00,0.072750,900
2026-01-02T09:45:00+00:00,0.069210,900
2026-01-02T10:00:00+00:00,0.068000,900
2026-01-02T10:15:00+00:00,0.067610,900
2026-01-02T10:30:00+00:00,0.067260,900
2026-01-02T10:45:00+00:00,0.065970,900
2026-01-02T11:00:00+00:00,0.054820,900
2026-01-02T11:15:00+00:00,0.057500,900
2026-01-02T11:30:00+00:00,0.060000,900
2026-01-02T11:45:00+00:00,0.059690,900
2026-01-02T12:00:00+00:00,0.071160,900
2026-01-02T12:15:00+00:00,0.066680,900
2026-01-02T12:30:00+00:00,0.065770,900
2026-01-02T12:45:00+00:00,0.070530,900
2026-01-02T13:00:00+00:00,0.068860,900
2026-01-02T13:15:00+00:00,0.071860,900
2026-01-02T13:30:00+00:00,0.071690,900
2026-01-02T13:45:00+00:00,0.075820,900
2026-01-02T14:00:00+00:00,0.074290,900
2026-01-02T14:15:00+00:00,0.080170,900
2026-01-02T14:30:00+00:00,0.082820,900
2026-01-02T14:45:00+00:00,0.084810,900
2026-01-02T15:00:00+00:00,0.079200,900
2026-01-02T15:15:00+00:00,0.086960,900
2026-01-02T15:30:00+00:00,0.088270,900
2026-01-02T15:45:00+00:00,0.089880,900
2026-01-02T16:00:00+00:00,0.095100,900
2026-01-02T16:15:00+00:00,0.107550,900
2026-01-02T16:30:00+00:00,0.109710,900
2026-01-02T16:45:00+00:00,0.119980,900
2026-01-02T17:00:00+00:00,0.108680,900
2026-01-02T17:15:00+00:00,0.109250,900
2026-01-02T17:30:00+00:00,0.112640,900
2026-01-02T17:45:00+00:00,0.113840,900
2026-01-02T18:00:00+00:00,0.107780,900
2026-01-02T18:15:00+00:00,0.106820,900
2026-01-02T18:30:00+00:00,0.102970,900
2026-01-02T18:45:00+00:00,0.098830,900
2026-01-02T19:00:00+00:00,0.096710,900
2026-01-02T19:15:00+00:00,0.091430,900
2026-01-02T19:30:00+00:00,0.088360,900
2026-01-02T19:45:00+00:00,0.086320,900
2026-01-02T20:00:00+00:00,0.086650,900
2026-01-02T20:15:00+00:00,0.085520,900
2026-01-02T20:30:00+00:00,0.085100,900
2026-01-02T20:45:00+00:00,0.081340,900
2026-01-02T21:00:00+00:00,0.088230,900
2026-01-02T21:15:00+00:00,0.084970,900
2026-01-02T21:30:00+00:00,0.086820,900
2026-01-02T21:45:00+00:00,0.084460,900
2026-01-02T22:00:00+00:00,0.083800,900
2026-01-02T22:15:00+00:00,0.083010,900
2026-01-02T22:30:00+00:00,0.081650,900
2026-01-02T22:45:00+00:00,0.078970,900
2026-01-02T23:00:00+00:00,0.084340,900
2026-01-02T23:15:00+00:00,0.082790,900
2026-01-02T23:30:00+00:00,0.079370,900
2026-01-02T23:45:00+00:00,0.077100,900
2026-01-03T00:00:00+00:00,0.080900,900
2026-01-03T00:15:00+00:00,0.077990,900
2026-01-03T00:30:00+00:00,0.077600,900
2026-01-03T00:45:00+00:00,0.077040,900
2026-01-03T01:00:00+00:00,0.078150,900
2026-01-03T01:15:00+00:00,0.076530,900
2026-01-03T01:30:00+00:00,0.075360,900
2026-01-03T01:45:00+00:00,0.073840,900
2026-01-03T02:00:00+00:00,0.076710,900
2026-01-03T02:15:00+00:00,0.075380,900
2026-01-03T02:30:00+00:00,0.074200,900
2026-01-03T02:45:00+00:00,0.073720,900
2026-01-03T03:00:00+00:00,0.073420,900
2026-01-03T03:15:00+00:00,0.073090,900
2026-01-03T03:30:00+00:00,0.073200,900
2026-01-03T03:45:00+00:00,0.073070,900
2026-01-03T04:00:00+00:00,0.073990,900
2026-01-03T04:15:00+00:00,0.073890,900
2026-01-03T04:30:00+00:00,0.075300,900
2026-01-03T04:45:00+00:00,0.076970,900
2026-01-03T05:00:00+00:00,0.072730,900
2026-01-03T05:15:00+00:00,0.074610,900
2026-01-03T05:30:00+00:00,0.077160,900
2026-01-03T05:45:00+00:00,0.079790,900
2026-01-03T06:00:00+00:00,0.078560,900
2026-01-03T06:15:00+00:00,0.077030,900
2026-01-03T06:30:00+00:00,0.079730,900
2026-01-03T06:45:00+00:00,0.082180,900
2026-01-03T07:00:00+00:00,0.087850,900
2026-01-03T07:15:00+00:00,0.090350,900
2026-01-03T07:30:00+00:00,0.091910,900
2026-01-03T07:45:00+00:00,0.092650,900
2026-01-03T08:00:00+00:00,0.095350,900
2026-01-03T08:15:00+00:00,0.095630,900
2026-01-03T08:30:00+00:00,0.094340,900
2026-01-03T08:45:00+00:00,0.091040,900
2026-01-03T09:00:00+00:00,0.098940,900
2026-01-03T09:15:00+00:00,0.095000,900
2026-01-03T09:30:00+00:00,0.091450,900
2026-01-03T09:45:00+00:00,0.087850,900
2026-01-03T10:00:00+00:00,0.091950,900
2026-01-03T10:15:00+00:00,0.089000,900
2026-01-03T10:30:00+00:00,0.087850,900
2026-01-03T10:45:00+00:00,0.086030,900
2026-01-03T11:00:00+00:00,0.087850,900
2026-01-03T11:15:00+00:00,0.087060,900
2026-01-03T11:30:00+00:00,0.087160,900
2026-01-03T11:45:00+00:00,0.087580,900
2026-01-03T12:00:00+00:00,0.085850,900
2026-01-03T12:15:00+00:00,0.085550,900
2026-01-03T12:30:00+00:00,0.086030,900
2026-01-03T12:45:00+00:00,0.088990,900
2026-01-03T13:00:00+00:00,0.085110,900
2026-01-03T13:15:00+00:00,0.088150,900
2026-01-03T13:30:00+00:00,0.090700,900
2026-01-03T13:45:00+00:00,0.094770,900
2026-01-03T14:00:00+00:00,0.090000,900
2026-01-03T14:15:00+00:00,0.094000,900
2026-01-03T14:30:00+00:00,0.096500,900
2026-01-03T14:45:00+00:00,0.097330,900
2026-01-03T15:00:00+00:00,0.094160,900
2026-01-03T15:15:00+00:00,0.098490,900
2026-01-03T15:30:00+00:00,0.100320,900
2026-01-03T15:45:00+00:00,0.104200,900
2026-01-03T16:00:00+00:00,0.105350,900
2026-01-03T16:15:00+00:00,0.109980,900
2026-01-03T16:30:00+00:00,0.111010,900
2026-01-03T16:45:00+00:00,0.111910,900
2026-01-03T17:00:00+00:00,0.112720,900
2026-01-03T17:15:00+00:00,0.110910,900
2026-01-03T17:30:00+00:00,0.109670,900
2026-01-03T17:45:00+00:00,0.109410,900
2026-01-03T18:00:00+00:00,0.110960,900
2026-01-03T18:15:00+00:00,0.105340,900
2026-01-03T18:30:00+00:00,0.101950,900
2026-01-03T18:45:00+00:00,0.098670,900
2026-01-03T19:00:00+00:00,0.098120,900
2026-01-03T19:15:00+00:00,0.098020,900
2026-01-03T19:30:00+00:00,0.096980,900
2026-01-03T19:45:00+00:00,0.093590,900
2026-01-03T20:00:00+00:00,0.094330,900
2026-01-03T20:15:00+00:00,0.091180,900
2026-01-03T20:30:00+00:00,0.090630,900
2026-01-03T20:45:00+00:00,0.085460,900
2026-01-03T21:00:00+00:00,0.093590,900
2026-01-03T21:15:00+00:00,0.090300,900
2026-01-03T21:30:00+00:00,0.090830,900
2026-01-03T21:45:00+00:00,0.086990,900
2026-01-03T22:00:00+00:00,0.091440,900
2026-01-03T22:15:00+00:00,0.086480,900
2026-01-03T22:30:00+00:00,0.084800,900
2026-01-03T22:45:00+00:00,0.081340,900
2026-01-03T23:00:00+00:00,0.094010,900
2026-01-03T23:15:00+00:00,0.089420,900
2026-01-03T23:30:00+00:00,0.087780,900
2026-01-03T23:45:00+00:00,0.084080,900
2026-01-04T00:00:00+00:00,0.087720,900
2026-01-04T00:15:00+00:00,0.085430,900
2026-01-04T00:30:00+00:00,0.084240,900
2026-01-04T00:45:00+00:00,0.083930,900
2026-01-04T01:00:00+00:00,0.087130,900
2026-01-04T01:15:00+00:00,0.084850,900
2026-01-04T01:30:00+00:00,0.084180,900
2026-01-04T01:45:00+00:00,0.084010,900
2026-01-04T02:00:00+00:00,0.084630,900
2026-01-04T02:15:00+00:00,0.083870,900
2026-01-04T02:30:00+00:00,0.083430,900
2026-01-04T02:45:00+00:00,0.083050,900
2026-01-04T03:00:00+00:00,0.082600,900
2026-01-04T03:15:00+00:00,0.082190,900
2026-01-04T03:30:00+00:00,0.082410,900
2026-01-04T03:45:00+00:00,0.083030,900
2026-01-04T04:00:00+00:00,0.082510,900
2026-01-04T04:15:00+00:00,0.083180,900
2026-01-04T04:30:00+00:00,0.084010,900
2026-01-04T04:45:00+00:00,0.083930,900
2026-01-04T05:00:00+00:00,0.082710,900
2026-01-04T05:15:00+00:00,0.084000,900
2026-01-04T05:30:00+00:00,0.083700,900
2026-01-04T05:45:00+00:00,0.084790,900
2026-01-04T06:00:00+00:00,0.084490,900
2026-01-04T06:15:00+00:00,0.084500,900
2026-01-04T06:30:00+00:00,0.086900,900
2026-01-04T06:45:00+00:00,0.090100,900
2026-01-04T07:00:00+00:00,0.086530,900
2026-01-04T07:15:00+00:00,0.087560,900
2026-01-04T07:30:00+00:00,0.088850,900
2026-01-04T07:45:00+00:00,0.089590,900
2026-01-04T08:00:00+00:00,0.094020,900
2026-01-04T08:15:00+00:00,0.096000,900
2026-01-04T08:30:00+00:00,0.095990,900
2026-01-04T08:45:00+00:00,0.091190,900
2026-01-04T09:00:00+00:00,0.103940,900
2026-01-04T09:15:00+00:00,0.097190,900
2026-01-04T09:30:00+00:00,0.090920,900
2026-01-04T09:45:00+00:00,0.086970,900
2026-01-04T10:00:00+00:00,0.093850,900
2026-01-04T10:15:00+00:00,0.089990,900
2026-01-04T10:30:00+00:00,0.089960,900
2026-01-04T10:45:00+00:00,0.089710,900
2026-01-04T11:00:00+00:00,0.091300,900
2026-01-04T11:15:00+00:00,0.089700,900
2026-01-04T11:30:00+00:00,0.089940,900
2026-01-04T11:45:00+00:00,0.087230,900
2026-01-04T12:00:00+00:00,0.086200,900
2026-01-04T12:15:00+00:00,0.085270,900
2026-01-04T12:30:00+00:00,0.086190,900
2026-01-04T12:45:00+00:00,0.089450,900
2026-01-04T13:00:00+00:00,0.083500,900
2026-01-04T13:15:00+00:00,0.089510,900
2026-01-04T13:30:00+00:00,0.093380,900
2026-01-04T13:45:00+00:00,0.100910,900
2026-01-04T14:00:00+00:00,0.083520,900
2026-01-04T14:15:00+00:00,0.090620,900
2026-01-04T14:30:00+00:00,0.095070,900
2026-01-04T14:45:00+00:00,0.102470,900
2026-01-04T15:00:00+00:00,0.085440,900
2026-01-04T15:15:00+00:00,0.097580,900
2026-01-04T15:30:00+00:00,0.102260,900
2026-01-04T15:45:00+00:00,0.111630,900
2026-01-04T16:00:00+00:00,0.113990,900
2026-01-04T16:15:00+00:00,0.119020,900
2026-01-04T16:30:00+00:00,0.117500,900
2026-01-04T16:45:00+00:00,0.123190,900
2026-01-04T17:00:00+00:00,0.121000,900
2026-01-04T17:15:00+00:00,0.120930,900
2026-01-04T17:30:00+00:00,0.119490,900
2026-01-04T17:45:00+00:00,0.123300,900
2026-01-04T18:00:00+00:00,0.123500,900
2026-01-04T18:15:00+00:00,0.120920,900
2026-01-04T18:30:00+00:00,0.119380,900
2026-01-04T18:45:00+00:00,0.115060,900
2026-01-04T19:00:00+00:00,0.121300,900
2026-01-04T19:15:00+00:00,0.115330,900
2026-01-04T19:30:00+00:00,0.110000,900
2026-01-04T19:45:00+00:00,0.103170,900
2026-01-04T20:00:00+00:00,0.106870,900
2026-01-04T20:15:00+00:00,0.101700,900
2026-01-04T20:30:00+00:00,0.097550,900
2026-01-04T20:45:00+00:00,0.092630,900
2026-01-04T21:00:00+00:00,0.097650,900
2026-01-04T21:15:00+00:00,0.096280,900
2026-01-04T21:30:00+00:00,0.097830,900
2026-01-04T21:45:00+00:00,0.090680,900
2026-01-04T22:00:00+00:00,0.097610,900
2026-01-04T22:15:00+00:00,0.089730,900
2026-01-04T22:30:00+00:00,0.086330,900
2026-01-04T22:45:00+00:00,0.083170,900
2026-01-04T23:00:00+00:00,0.107810,900
2026-01-04T23:15:00+00:00,0.091480,900
2026-01-04T23:30:00+00:00,0.087940,900
2026-01-04T23:45:00+00:00,0.082580,900
2026-01-05T00:00:00+00:00,0.092960,900
2026-01-05T00:15:00+00:00,0.090000,900
2026-01-05T00:30:00+00:00,0.086740,900
2026-01-05T00:45:00+00:00,0.085690,900
2026-01-05T01:00:00+00:00,0.087210,900
2026-01-05T01:15:00+00:00,0.086610,900
2026-01-05T01:30:00+00:00,0.086930,900
2026-01-05T01:45:00+00:00,0.085280,900
2026-01-05T02:00:00+00:00,0.086360,900
2026-01-05T02:15:00+00:00,0.085970,900
2026-01-05T02:30:00+00:00,0.085740,900
2026-01-05T02:45:00+00:00,0.087180,900
2026-01-05T03:00:00+00:00,0.086250,900
2026-01-05T03:15:00+00:00,0.086730,900
2026-01-05T03:30:00+00:00,0.087010,900
2026-01-05T03:45:00+00:00,0.089990,900
2026-01-05T04:00:00+00:00,0.087460,900
2026-01-05T04:15:00+00:00,0.088350,900
2026-01-05T04:30:00+00:00,0.089110,900
2026-01-05T04:45:00+00:00,0.098510,900
2026-01-05T05:00:00+00:00,0.087380,900
2026-01-05T05:15:00+00:00,0.104900,900
2026-01-05T05:30:00+00:00,0.118710,900
2026-01-05T05:45:00+00:00,0.125100,900
2026-01-05T06:00:00+00:00,0.114460,900
2026-01-05T06:15:00+00:00,0.120920,900
2026-01-05T06:30:00+00:00,0.132960,900
2026-01-05T06:45:00+00:00,0.148910,900
2026-01-05T07:00:00+00:00,0.145350,900
2026-01-05T07:15:00+00:00,0.156490,900
2026-01-05T07:30:00+00:00,0.148970,900
2026-01-05T07:45:00+00:00,0.153890,900
2026-01-05T08:00:00+00:00,0.162990,900
2026-01-05T08:15:00+00:00,0.161490,900
2026-01-05T08:30:00+00:00,0.147220,900
2026-01-05T08:45:00+00:00,0.136900,900
2026-01-05T09:00:00+00:00,0.162460,900
2026-01-05T09:15:00+00:00,0.143360,900
2026-01-05T09:30:00+00:00,0.138940,900
2026-01-05T09:45:00+00:00,0.132440,900
2026-01-05T10:00:00+00:00,0.138050,900
2026-01-05T10:15:00+00:00,0.135470,900
2026-01-05T10:30:00+00:00,0.134730,900
2026-01-05T10:45:00+00:00,0.132530,900
2026-01-05T11:00:00+00:00,0.133130,900
2026-01-05T11:15:00+00:00,0.131580,900
2026-01-05T11:30:00+00:00,0.132300,900
2026-01-05T11:45:00+00:00,0.133170,900
2026-01-05T12:00:00+00:00,0.130230,900
2026-01-05T12:15:00+00:00,0.129210,900
2026-01-05T12:30:00+00:00,0.132230,900
2026-01-05T12:45:00+00:00,0.134970,900
2026-01-05T13:00:00+00:00,0.125770,900
2026-01-05T13:15:00+00:00,0.128670,900
2026-01-05T13:30:00+00:00,0.136670,900
2026-01-05T13:45:00+00:00,0.155310,900
2026-01-05T14:00:00+00:00,0.132890,900
2026-01-05T14:15:00+00:00,0.140500,900
2026-01-05T14:30:00+00:00,0.160380,900
2026-01-05T14:45:00+00:00,0.154300,900
2026-01-05T15:00:00+00:00,0.158450,900
2026-01-05T15:15:00+00:00,0.162390,900
2026-01-05T15:30:00+00:00,0.185960,900
2026-01-05T15:45:00+00:00,0.197200,900
2026-01-05T16:00:00+00:00,0.188820,900
2026-01-05T16:15:00+00:00,0.208000,900
2026-01-05T16:30:00+00:00,0.244390,900
2026-01-05T16:45:00+00:00,0.243180,900
2026-01-05T17:00:00+00:00,0.219440,900
2026-01-05T17:15:00+00:00,0.216520,900
2026-01-05T17:30:00+00:00,0.217380,900
2026-01-05T17:45:00+00:00,0.201000,900
2026-01-05T18:00:00+00:00,0.222120,900
2026-01-05T18:15:00+00:00,0.208970,900
2026-01-05T18:30:00+00:00,0.162000,900
2026-01-05T18:45:00+00:00,0.138110,900
2026-01-05T19:00:00+00:00,0.171300,900
2026-01-05T19:15:00+00:00,0.146730,900
2026-01-05T19:30:00+00:00,0.138090,900
2026-01-05T19:45:00+00:00,0.132010,900
2026-01-05T20:00:00+00:00,0.137820,900
2026-01-05T20:15:00+00:00,0.135050,900
2026-01-05T20:30:00+00:00,0.125760,900
2026-01-05T20:45:00+00:00,0.117780,900
2026-01-05T21:00:00+00:00,0.128710,900
2026-01-05T21:15:00+00:00,0.122480,900
2026-01-05T21:30:00+00:00,0.124170,900
2026-01-05T21:45:00+00:00,0.120040,900
2026-01-05T22:00:00+00:00,0.119510,900
2026-01-05T22:15:00+00:00,0.112410,900
2026-01-05T22:30:00+00:00,0.107260,900
2026-01-05T22:45:00+00:00,0.106020,900
2026-01-05T23:00:00+00:00,0.114770,900
2026-01-05T23:15:00+00:00,0.107380,900
2026-01-05T23:30:00+00:00,0.100900,900
2026-01-05T23:45:00+00:00,0.095730,900
2026-01-06T00:00:00+00:00,0.110000,900
2026-01-06T00:15:00+00:00,0.106420,900
2026-01-06T00:30:00+00:00,0.102270,900
2026-01-06T00:45:00+00:00,0.099710,900
2026-01-06T01:00:00+00:00,0.104370,900
2026-01-06T01:15:00+00:00,0.100840,900
2026-01-06T01:30:00+00:00,0.100860,900
2026-01-06T01:45:00+00:00,0.100110,900
2026-01-06T02:00:00+00:00,0.101030,900
2026-01-06T02:15:00+00:00,0.100050,900
2026-01-06T02:30:00+00:00,0.100010,900
2026-01-06T02:45:00+00:00,0.099260,900
2026-01-06T03:00:00+00:00,0.099110,900
2026-01-06T03:15:00+00:00,0.099880,900
2026-01-06T03:30:00+00:00,0.104010,900
2026-01-06T03:45:00+00:00,0.106810,900
2026-01-06T04:00:00+00:00,0.100390,900
2026-01-06T04:15:00+00:00,0.102330,900
2026-01-06T04:30:00+00:00,0.110780,900
2026-01-06T04:45:00+00:00,0.114500,900
2026-01-06T05:00:00+00:00,0.112070,900
2026-01-06T05:15:00+00:00,0.117750,900
2026-01-06T05:30:00+00:00,0.121420,900
2026-01-06T05:45:00+00:00,0.133910,900
2026-01-06T06:00:00+00:00,0.121670,900
2026-01-06T06:15:00+00:00,0.137900,900
2026-01-06T06:30:00+00:00,0.147430,900
2026-01-06T06:45:00+00:00,0.146990,900
2026-01-06T07:00:00+00:00,0.153510,900
2026-01-06T07:15:00+00:00,0.168720,900
2026-01-06T07:30:00+00:00,0.170950,900
