timestamp,price_eur_kwh
2025-01-01T00:00:00+00:00,0.006240
2025-01-01T01:00:00+00:00,0.004160
2025-01-01T02:00:00+00:00,0.003280
2025-01-01T03:00:00+00:00,0.000680
2025-01-01T04:00:00+00:00,0.000000
2025-01-01T05:00:00+00:00,0.000760
2025-01-01T06:00:00+00:00,0.000790
2025-01-01T07:00:00+00:00,0.001890
2025-01-01T08:00:00+00:00,0.007500
2025-01-01T09:00:00+00:00,0.027320
2025-01-01T10:00:00+00:00,0.037490
2025-01-01T11:00:00+00:00,0.060100
2025-01-01T12:00:00+00:00,0.063320
2025-01-01T13:00:00+00:00,0.047000
2025-01-01T14:00:00+00:00,0.050100
2025-01-01T15:00:00+00:00,0.027640
2025-01-01T16:00:00+00:00,0.079970
2025-01-01T17:00:00+00:00,0.095000
2025-01-01T18:00:00+00:00,0.095000
2025-01-01T19:00:00+00:00,0.081490
2025-01-01T20:00:00+00:00,0.068960
2025-01-01T21:00:00+00:00,0.046370
2025-01-01T22:00:00+00:00,0.038000
2025-01-01T23:00:00+00:00,0.101940
2025-01-02T00:00:00+00:00,0.146950
2025-01-02T01:00:00+00:00,0.148440
2025-01-02T02:00:00+00:00,0.138000
2025-01-02T03:00:00+00:00,0.100100
2025-01-02T04:00:00+00:00,0.107470
2025-01-02T05:00:00+00:00,0.154680
2025-01-02T06:00:00+00:00,0.174700
2025-01-02T07:00:00+00:00,0.175070
2025-01-02T08:00:00+00:00,0.165370
2025-01-02T09:00:00+00:00,0.136000
2025-01-02T10:00:00+00:00,0.111930
2025-01-02T11:00:00+00:00,0.101520
2025-01-02T12:00:00+00:00,0.105600
2025-01-02T13:00:00+00:00,0.118950
2025-01-02T14:00:00+00:00,0.130110
2025-01-02T15:00:00+00:00,0.138810
2025-01-02T16:00:00+00:00,0.153000
2025-01-02T17:00:00+00:00,0.152990
2025-01-02T18:00:00+00:00,0.128000
2025-01-02T19:00:00+00:00,0.129170
2025-01-02T20:00:00+00:00,0.120000
2025-01-02T21:00:00+00:00,0.119900
2025-01-02T22:00:00+00:00,0.116070
2025-01-02T23:00:00+00:00,0.114320
